github,message,,,
https://github.com/lxc/lxc/commit/32947602fd7b370fdc5fa916cc8e90fe4ecbcefd,"Merge pull request #3644 from brauner/2021-02-01/fixes_3

attach: harden open() calls",,,
https://github.com/lxc/lxc/commit/6f0c2cea14d0a573a0a7cefd5661fe7d30887caa,"attach: file descriptor based fdinfo handling

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/8e5d175935cf9ac16dfa7949a8b4f1f7e6535908,"file_utils: remove O_NOFOLLOW from open_at() defaults

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6fc8a0dd822843fc96738f2b3c1c59e1c77fcd50,"lsm: harden read_file_at()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/46bf13b7c35fb26186ec31dba971e1ddaeec66c4,"tree-wide: extend read_file_at()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/5129b2d3edcaef2feebdb80ae478f3268cfba454,"attach: harden open calls

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/cce677d168761da7a1e979bd396a63638c859c50,"syscall_wrappers: add PROTECT_LOOKUP, PROTECT_OPEN, PROTECT_LOOKUP_WITH_SYMLINKS, PROTECT_OPEN_WITH_TRAILING_SYMLINKS

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/7166ab759e3137cf338bb127f2e7400d7d0ce362,"file_utils: add open_at()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/42673edd05035c7d90cf1fcfd6d16c22bdfa29c2,"Merge pull request #3642 from brauner/2021-02-01/fixes

attach: rework id handling",,,
https://github.com/lxc/lxc/commit/2b5259634ae5642ca3bd119468629c18390b5815,"Merge pull request #3643 from brauner/2021-02-01/fixes_2

cgroups: remove pointless NULL checks",,,
https://github.com/lxc/lxc/commit/ed75d76e70233986364da5a4186088ecff335c0d,"cgroups: initialize variable

Fixes: Coverity 1472651
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/bb6dbaf0dfbba308cd3e999f6a15a96dcb1bc7c4,"cgroups: remove pointless NULL checks

We're already ensuring before that conf isn't NULL.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/3ac4480a6cd2f9a44c4c8e60b9924b42e47d4ab5,"attach: stash host uid and host gid in attach_context

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/40301d4895f0ca4f43d0aa1060e7d3c40e1ec562,"attach: fix error checking for dup2()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/93b9960a09c63b67df64aa6baeeba61d09fecb71,"attach: fix logging for stdfd replacement

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/a7563434ac69693305f217e41c2ed819634c3777,"attach: log failues to dup2() with SYSDEBUG()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/7e90889dbd2869a08ef4e7eb1c7dd3663a7d0412,"utils: use SYSTRACE() when logging stdio permission fixup failures

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/20718e3987967f800f8171b812fb153a68e1aec2,"attach: document attach_context

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/595798bbcae788d38390ccd457269c6632344928,"attach: simplify opening of /proc/self

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/4475fabb0edf30b1a4d269373d63d6401a67bbd1,"attach: move uid and gid handling to get_attach_context()

the less we do in do_attach(), the better.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/bac33ebdcbe881147ba1a2b5cd32bd98d94f9ddb,"attach: initialize init_pid field to -ESRCH

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/9680e7b062ff3e947bd3e0460d76758d44f15bb4,"attach: unifiy /proc/<init-pid>/status parsing

and move it out of do_attach(). The less we do in the container's context the
better.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/a60d8c4ea7e77897e79fe91421490a55bb850ea1,"file_utils: add fdopenat()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/326bb02cbb934f2000801e6d0267fe718ad985d9,"Merge pull request #3641 from brauner/2021-01-30/fixes

attach: pidfd-based hardening and file-descriptor-only LSM interactions",,,
https://github.com/lxc/lxc/commit/fbf281d3f449ff56401d3c691ff3f18ae534b7ee,"lsm/apparmor: cleanup apparmor_process_label_set()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/d87640256f2e0bc0bfb7f18b8724f588b4b9da7f,"attach: hardening through use of pidfds

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/afc691a01a793161faaf1484fc1089bc4ae37f6d,"attach: file descriptors based LSM handling

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ca76baed1062636ff57fb61e2512b5974d39c6b8,"cgroups: align methods

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ee4aad1e1f043d8d519eabcd13964ccc42a4b029,"Merge pull request #3639 from brauner/2021-01-28/fixes

cgroups: fixes and improvements",,,
https://github.com/lxc/lxc/commit/7d2f7ae18514ed1b3abb70bb559716ebafaebdc9,"cgroups: use PTR_TO_U64()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/640952e53838c7a05535c9e015a67e533a355795,"attach: don't needless check for NULL

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/de96cd600c968c5ed830a61a3979d2e2d7229104,"log: add lxc_log_trace() helper

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/4a888de15de5ec2337ef4faec5f2ea8fccb7461b,"cgroups: use bpf log when logging at trace level

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/25a8b256afe10ca285bba9c4d51bf00448085a93,"seccomp: use lxc_log_get_level()

This will now enable LXD users to dump the seccomp filter in the log when
logging at TRACE level.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/09c8768a0b9df16c4ed4a33a8b926eb96b937fc8,"log: rework lxc_log_get_level()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/0450b7ce718ef9fbc2f0c606b55589a6de911889,"cgroups: use cleanup macro for consistency

and to prevent future mishaps.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/d5d4b98e596c707ad58b94e3808e5b7e10772cb9,"cgroups: vet parameters more strictly

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/0464dec30e3f5732ecd8035c4c0db2d2b9644187,"seccomp: use lxc_log_get_fd()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/c422f3afa60f0e034e5f9d92d23cb4d5aa922dcd,"log: add lxc_log_get_fd()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ef1a597f4be99630d8c83a3c3f6397b27e4c87d5,"log: remove pointless inline

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6e214b741967598e934b2b8f8cfa7a7429e06e4f,"cgroups: tweak cgroup initialization

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/c5d0238a6d1cedfc6eab54527a309b12c6670a73,"cgroups: use zalloc

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/954d61c53f0c0c717129884e75f5281db6e42933,"cgroups: ensure all memory is zeroed

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ca679784867f26a203949f05f594abbc0c0c98d3,"cgroups: don't initiliaze NULL log

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/f3ef7e67c1990213c86a20dc7cfa9580378960b4,"cgroups: coding style fixes

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/7af21d2962a7aab8b4b62fec6a1beae878a39b03,"croups: improve __do_bpf_program_free

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/dcbb9e991ef267e832cffa1407920ac9d1b53c6c,"cgroups: bpf fixes

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/0e24c5600da38f84c3d3b8d66ffe05244f15251d,"Merge pull request #3638 from brauner/2021-01-28/fixes

attach: improve attach codepaths",,,
https://github.com/lxc/lxc/commit/581b849a74c33598b24440220dc17e5ca0e946ff,"attach: init file descriptors to -EBADF

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/25c659d5000190c1d96b36a8ed935181fc99e65d,"attach: move to file descriptor only namespace interactions

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/c538837d045c32c82aa2736a2f934787dd7d1281,"attach: move to file descriptor-only interactions

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/39b3b69b21510bf2f297e6ba7038cc3671ff7e78,"attach: rework attaching to namespace fds

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/3a24f14edfae62082caf72bd1e2b14701201e52d,"attach: remove unneeded assignment

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/5d2b46fbb8f1bca6cbaa68f2e1b56f7e84b0f6fd,"attach: use STDIN_FILENO instead of hard-coding 0

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/26abd7eacac6d203ae9721e2bf825a3a50b844c8,"attach: move new_cwd into tighter scope

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/f8e88e94201861ed4c08adb4f59873898ebf4a95,"attach: use dummy macros to make it easier to follow sync logic

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6e36c29770ee460590279ab0bf66a3416ed0f6b7,"attach: introduce sync_wait_fd() and sync_wake_fd()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6e48e7c58ec338bd46327d7beb9d45436448ab43,"sync: make all sync helpers return bool

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/2b695e5fb2ea9c7fa1dfbf9b6bee581b252e07e5,"attach: introduce sync_wait_pid() and sync_wake_pid()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/a9f0cecfc5f20079d6146deefd0ff380f61c6bd0,"attach: use sync_wait()/sync_wake() where applicable

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/946a0c6d61c00a232aaadd7418ad82eead104a09,"sync: rename startup synchronization macros

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/2689133604b9918e8a5e0e64edbb4034c288fc98,"sync: export sync_wait() and sync_wake()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/74ce42b5b5f9a0b914bec1543b77ce10ebef44fa,"attach: coding style fixes

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/338b230f4e59855b249e54663d6317005423a8f9,"attach: rename attach_clone_payload to attach_payload

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/a64902abe36e160f6889a14ce9c156ed491bc9c1,"attach: move attach_clone_payload into tighter scope

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/cb2420df26446caa4ad4755fb3fdf579004a3241,"attach: s/close/close_prot_errno_disarm/g

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6d6bfd4f6ca7469f764a0568ad545c2515ef6124,"configure: fix static builds with clang-12 and LTO

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/a588a482d903f3214ba5a7ad23757a20205b6b44,"attach: move getcwd() into tighter scope

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/53bca1f3c06e00b5ca74334b6475f41888256741,"attach: remove obsolete namespace check

We're not going to support kernel without namespaces anyway.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ee142207d48bd1d71cd0fb5722b078206c53389e,"attach: fix personality handling

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/4eb19ac075ff1fae75ce66bc440b19b0697740e5,"lsm: s/lsm_init/lsm_init_static/g

Make it clear that there is nothing to free here.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/677e1d27690bc76baba43c01e4878567c8762ad0,"attach: s/lxc_attach_drop_privs/drop_capabilities/g

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/7e995801f825cae79c84f1b62ea59b23ed062ab7,"attach: s/lxc_proc_close_ns_fd/close_nsfds/g

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/b7873c951e5c5d856311f933942f3245adb99a11,"attach: add get_attach_context_nsfds()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/1874ef74680260d369d59d8382ae719fe77743d8,"attach: move config init into get_attach_context()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/d92c8e40d1b5aab2d11dff9733af07970c6152a0,"attach: move get_personality() into get_attach_context()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/500ed8139539ae8880d4e6c77f8c6213239f206b,"attach: move lxc_cmd_get_init_pid() int get_attach_context()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/9745eb8aeac7c8e399b2f02f935ce74c97f7d2b5,"attach: split attach_context into allocation and initialization

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/89b7bfe3ff1d8fc084f9ebff0736b6ac4b691391,"attach: s/calloc/zalloc/g

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/dd53c8af7ff087e86fb338542f7d580e29e22582,"attach: rename attach_context helpers

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ab919e5fb7307e225fe90a0d80bd2186b152779b,"attach: s/lxc_proc_context_info/attach_context/g

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/0e304baae8ac30a19775bb6c6bcdfe624e4535a9,"attach: move lxc_proc_context_info to file local scope

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6f9fe5d02cc5e47f5ac272b1707f3382ffced0d2,"attach: order variables correctly

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/5b514ce32b9b577fab1c6e452f7faa116ec4f98f,"attach: coding style fixes

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/0fa84a8cd2fea8d1db416b36ee053a21a08cad1e,"Merge pull request #3637 from brauner/2021-01-27/fixes

attach: fixes",,,
https://github.com/lxc/lxc/commit/b495984869abb70c7a7223d143efbce9694047f2,"attach: add some DEBUG() logging to stdfd dpulication

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/578d4b6202a667c6b88cb065eb721695176adb83,"attach: use close_prot_errno_disarm()

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/dab02267f01e4201c1a38600516ae0bd6baf620d,"attach: make do_attach() void

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/737a8d85150be1ebc51356fd6e81dfc955a9b708,"attach: mark do_attach() as __noreturn

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/16d19b34eaa5e5aed383269cce85d5e0733e8904,"attach: s/attach_child_main/do_attach/g

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/7444657c87fddb97b50318ae64f5963f8eca705b,"attach: use free_disarm()

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/76783714397b18971644dcc2294ea32a2a08a3eb,"attach: coding style fixes

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/ad001fb6d76361625fda40a1ae80b402734ef394,"attach: use __do_close for labelfd

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/4f3b6a85ed04d223ac5590e20037e9a9ae26754e,"attach: tweak logging

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/e11f5b8c91ef585e5764a32498a716b9813fcf47,"attach: use __do_free cleanup macro for cwd

but still yield memory immediately once we're done with it to not have it lying
around while the parent process is around.

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/4f25e72fb01a60dbe2d3be195582bab1fbd9707c,"attach: invert child/parent handling

This makes it more consistent with th rest of the shared library.

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/665fcdf9031e18e90dd10c10c6fe622e24a1db64,"Merge pull request #3636 from brauner/2021-01-27/fixes

conf: proc and sys mountpoint creation fixes",,,
https://github.com/lxc/lxc/commit/f4bea7cc76c4ec0b1abbfb7f57eb623b625ccc6a,"conf: move proc and sys mountpoint creation int lxc_mount_auto_mounts()

Fixes: 493e00b68da4 (""mkdir -p /proc /sys on container startup"")
Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/7b371c1e0b03ee9988465bb5c89588c9f72b80fe,"conf: coding style fixes

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/e25af1bc389f259991dad3c522af820352adeddb,"conf: fix coding style

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/e9636f4f485904e884a9fb9efaba910eaac5234c,"Merge pull request #3634 from motiejus/mkdir-proc-sys

mkdir -p /proc /sys on container startup",,,
https://github.com/lxc/lxc/commit/493e00b68da4c87a15f431d0a35b3c8f89eba1ad,"mkdir -p /proc /sys on container startup

some containers don't have it, and strange things happen.

Signed-off-by: Motiejus Jakštys <motiejus@jakstys.lt>",,,
https://github.com/lxc/lxc/commit/2c64170505bf9dfa640856621e631f601c82eb7b,"Merge pull request #3633 from brauner/2021-01-25/criu

cgroups: fixes and cgroup2 improvements",,,
https://github.com/lxc/lxc/commit/928b065d34e2a8eecdfcd008d169a21bc1106a1d,"criu: handle cgroup2 freezer

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6dcd6f0284f2b4054bcf59dcebd27330e0389486,"cgroups: detect and record cgroup2 freezer support

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/f914ae08c498205b1661d743dffc368d2024cee0,"cgroups: rework cg_unified_init()

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/09ed8992c586c1370fee984c1b655344e50896c2,"cgroups: coding style fixes

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/9cde8a8ab43195a6ce9374bb893efdd392ba6ef3,"string_utils: add must_make_path_relative()

Stolen without shame from my previous implementation in LXCFS.

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/d23cb29e64c61ba2a1ab9b7604fed43a816a65eb,"file_utils: introduce read_file_at()

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6f2f65909ede8ef044850a1c60e676b85da4dea4,"Merge pull request #3632 from brauner/2021-01-25/fixes

autotools: update build",,,
https://github.com/lxc/lxc/commit/b59bc011e3f90075218a3a851660be9ea7b5ab82,"autotools: update build

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/1aaf81c338fcf2d4fabb7a01dc7ede0d9ce2b8cb,"configure: add AC_SYS_LARGEFILE checking

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/123ca49e2d8cacd87c02eaefd924dd1888563609,"config: update ax_pthread.m4

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/8061dd6e67c82d7662b774f34377347501458ad4,"Merge pull request #3631 from brauner/2021-01-24/fixes

tree-wide: fix compilation with-Wstrict-prototypes -Wold-style-defini�?
https://github.com/lxc/lxc/commit/39b725730c74c63ac3685c2530d22790bed11c38,tree-wide: fix compilation with-Wstrict-prototypes -Wold-style-definition",,,
,,,,
Fixes: #3630,,,,
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,,
https://github.com/lxc/lxc/commit/609d2b2e63374c502d9bafe0cc61cd1d3b950608,"Merge pull request #3629 from brauner/2021-01-22/static_binaries

build: allow to build all binaries statically via --enable-static-binaries",,,
https://github.com/lxc/lxc/commit/1d9188016357dcd8793fcdfaf2377d426bbe7cc9,"autotools: enable static builds for commands

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/8e43f33e65c3a9b9c439bf614bade2d959282e4e,"autotools: enable static builds for tools

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/014a65ef161ab96068cd4d828ab92e19c9804d4d,"configure: support static binaries

Including openssl handling.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/3382f3ede0bc54ed9ce9cb5877303e8000ea2ab7,"initutils: fix missing includes

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/5f1269773cd070a681717c26b86ce1b630d121f1,"tree-wide: fix some header inclusions

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/2b6ad639eb94c724209603a39d0c14acaa6826e3,"Merge pull request #3623 from cotequeiroz/seccomp

Fix compilation without seccomp when libseccomp is installed",,,
https://github.com/lxc/lxc/commit/be0fb2f759c1294198c9c148ffbaaf5ab2ae9c83,"Merge pull request #3628 from brauner/2021-01-22/fixes

conf: fix containers retaining CAP_NET_ADMIN",,,
https://github.com/lxc/lxc/commit/7b854e37a72808ba92be00a7effc6b3149b2b0af,"lxc_attach: include rexec conditionally

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/b85b44169a2effb254f0f319cb1ba3e14332a174,"lsm: remove obsolute comment about constructor

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/e6d4df7895ed1f17058e60dd4239131163d96566,"cgroups: fix cgroup mounting

Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/5d1bf4c4e1c652ef99aa74cd6b3544461bb884b3,"conf: fix containers retaining CAP_NET_ADMIN

Fixes: #3627
Cc: stable-4.0
Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/67cd8bde2d46983df8fa9f647e9fc0b96370ec29,"configure: skip libseccomp tests if it is disabled

Move the block checking for libseccomp api compatibility inside
AM_COND_IF([ENABLE_SECCOMP] ... ).

Signed-off-by: Eneas U de Queiroz <cotequeiroz@gmail.com>",,,
https://github.com/lxc/lxc/commit/a342b11fedb3010630de4909ca707ebdc0862060,"commands: fix check for seccomp notify support

Use HAVE_SECCOMP_NOTIFY instead of HAVE_DECL_SECCOMP_NOTIFY_FD.
Currently the latter will be true if the declaration is found by
configure, even if 'configure --disable-seccomp' is used.

HAVE_SECCOMP_NOTIFY is defined in lxcseccomp.h if both HAVE_SECCOMP and
HAVE_DECL_SECCOMP_NOTIFY_FD are true, which is the correct behavior.

Signed-off-by: Eneas U de Queiroz <cotequeiroz@gmail.com>",,,
https://github.com/lxc/lxc/commit/3baf0fc8b9c2eb6226d395bd4771eae83e91b053,"cgroups: reorder cgroup_get() arguments

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/a29cc280c7169ddf234ea620df8c3ba687945f61,"lxccontainer: use cgroup_get()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/b1356424886989139f83a63f0709007e5792d1f5,"cgroups: add cgroup_get()

This is a unified hierarchy only method which doesn't need to initialize a full
cgroup driver. Instead, it relies on the command socket to retrieve a cgroup2
file descriptor to the container's cgroup.

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/2b5e0b8bd2f2d33383e81b9fc157d1855de90e23,"file_utils: add lxc_read_try_buf_at()

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/6de35cd9590c72686271148f408a641ec5b5e6a6,"macro: abuse ENOMEDIUM as ENOCGROUP2

Signed-off-by: Christian Brauner <christian.brauner@ubuntu.com>",,,
https://github.com/lxc/lxc/commit/b22ae84389391363ef5bc93bdc2be2aa26ece70b,"Merge pull request #3646 from brauner/2021-02-02/fixes

attach & cgroup hardening",,,
